Omega_m,H0,Chi_sq,Type
0.3014859016578755,70.10204757720409,1039.081000566426,1.0
0.29985044646347764,70.1503056573771,1039.2848310067498,2.0
0.30105483824290047,70.0445088043476,1038.014847141384,1.0
0.30249227493877906,69.96685590698824,1037.8198675705542,1.0
0.30214913522896875,70.05714751401314,1038.6140682826008,2.0
0.3039238744232131,69.93094368631202,1038.0752012686473,1.0
0.30882944722846617,69.67020904448843,1040.8357245791422,2.0
0.3095846979497482,69.79364151201749,1039.6021580381905,1.0
0.30483172399452496,69.78434769575627,1038.8422079969853,1.0
0.30608250065412274,69.77631933880654,1039.0631569426741,2.0
0.3066095934670678,69.94467911478203,1039.0717731961927,2.0
0.30311535519522226,69.91949054385876,1037.8366576979913,1.0
0.30001341755429517,70.09358998137526,1038.2910453222005,2.0
0.290434100397522,70.17389074288081,1036.353717950963,1.0
0.28652955155387627,70.12485267909953,1035.7137538119782,1.0
0.2854691581051952,70.19599977966377,1035.7912870028463,2.0
0.28832184821404655,70.0899333336041,1035.8003143647525,2.0
0.2953492219915591,70.2455146414467,1039.350435924638,2.0
0.30229386867513575,70.1316511493542,1040.1153324921727,2.0
0.3123012107400119,69.95223115143007,1041.9557601875185,2.0
0.30183059431603965,69.86481594906151,1037.7751620634026,1.0
0.30474761115324195,69.72921439053707,1039.6560694650211,2.0
0.3125201483918574,69.8117755818625,1040.5335468311941,2.0
0.3073442117092128,69.58806977673858,1042.8917410522388,2.0
0.30627376707289133,69.71117089406643,1040.0017029143617,1.0
0.30788697067589904,69.82177650911747,1039.0880673608638,1.0
0.3047709695790008,69.73017215219473,1039.6390002516016,2.0
0.3100851116799936,69.64354358409189,1041.401192603535,2.0
0.30739417518542206,69.69554706731286,1040.3154157804818,1.0
0.31110287948881843,69.91907123283718,1040.7837594450352,2.0
0.304515714150792,70.08365941477855,1040.229441448584,1.0
0.30439405401157565,69.76808309849751,1039.0207898781753,1.0
0.30319963077945467,69.81301237666116,1038.37803439672,1.0
0.29729080759664817,69.85936528994209,1037.663391801013,1.0
0.29569065852989096,70.16441837344212,1037.7681552137142,2.0
0.2975462411475942,70.24556221339111,1040.4987948459705,2.0
